"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Zyx.11",0,-0.610403589759192,0.032,0.381,0,"Myonuclei (Type IIb)","Zyx"
"Rhog.14",0,-0.610707197160422,0.015,0.351,0,"Myonuclei (Type IIb)","Rhog"
"Emb.16",0,-0.610930915940982,0.009,0.25,0,"Myonuclei (Type IIb)","Emb"
"Calu.15",0,-0.611680884620486,0.058,0.384,0,"Myonuclei (Type IIb)","Calu"
"Gpsm3.18",0,-0.613493522299132,0.011,0.338,0,"Myonuclei (Type IIb)","Gpsm3"
"Psmb6.5",0,-0.61371726947669,0.165,0.626,0,"Myonuclei (Type IIb)","Psmb6"
"Pgls.9",0,-0.614046812935556,0.073,0.476,0,"Myonuclei (Type IIb)","Pgls"
"Vasp.14",0,-0.614614924286229,0.059,0.409,0,"Myonuclei (Type IIb)","Vasp"
"Ehd2.18",0,-0.614900025180667,0.012,0.226,0,"Myonuclei (Type IIb)","Ehd2"
"Cct4.5",0,-0.615250825548588,0.114,0.536,0,"Myonuclei (Type IIb)","Cct4"
"Wdr1.6",0,-0.615284033345719,0.036,0.409,0,"Myonuclei (Type IIb)","Wdr1"
"Ifnar2.5",0,-0.616313059809555,0.015,0.385,0,"Myonuclei (Type IIb)","Ifnar2"
"Emc10.4",0,-0.617521785392591,0.037,0.429,0,"Myonuclei (Type IIb)","Emc10"
"Crlf2.14",0,-0.618349332175197,0.013,0.346,0,"Myonuclei (Type IIb)","Crlf2"
"Rbx1.2",0,-0.618482324861436,0.172,0.65,0,"Myonuclei (Type IIb)","Rbx1"
"Kdelr1.9",0,-0.618958278746458,0.045,0.424,0,"Myonuclei (Type IIb)","Kdelr1"
"Gp49a.21",0,-0.619836967369256,0.006,0.235,0,"Myonuclei (Type IIb)","Gp49a"
"Col15a1.16",0,-0.620156556574955,0.022,0.169,0,"Myonuclei (Type IIb)","Col15a1"
"Cd48.20",0,-0.620842763277113,0.005,0.27,0,"Myonuclei (Type IIb)","Cd48"
"Chchd2.5",0,-0.622699137507108,0.243,0.871,0,"Myonuclei (Type IIb)","Chchd2"
"Slc39a1.8",0,-0.62278057711115,0.03,0.35,0,"Myonuclei (Type IIb)","Slc39a1"
"H2-T22.11",0,-0.623478982842838,0.024,0.359,0,"Myonuclei (Type IIb)","H2-T22"
"Vps29.4",0,-0.623642423345854,0.057,0.458,0,"Myonuclei (Type IIb)","Vps29"
"Nsa2.9",0,-0.624197573243225,0.106,0.527,0,"Myonuclei (Type IIb)","Nsa2"
"Ets2.17",0,-0.624438844304776,0.046,0.314,0,"Myonuclei (Type IIb)","Ets2"
"Itga6.17",0,-0.624597041382973,0.009,0.213,0,"Myonuclei (Type IIb)","Itga6"
"Selplg.20",0,-0.624803797448718,0.007,0.265,0,"Myonuclei (Type IIb)","Selplg"
"Prelp.19",0,-0.625585635494949,0.008,0.185,0,"Myonuclei (Type IIb)","Prelp"
"Prdx6.14",0,-0.625832039477128,0.093,0.487,0,"Myonuclei (Type IIb)","Prdx6"
"Ackr3.18",0,-0.625883566266087,0.011,0.177,0,"Myonuclei (Type IIb)","Ackr3"
"Smpdl3a.12",0,-0.62588797371244,0.066,0.397,0,"Myonuclei (Type IIb)","Smpdl3a"
"Rtp4.14",0,-0.626350112076917,0.01,0.275,0,"Myonuclei (Type IIb)","Rtp4"
"Eef1g.14",0,-0.626878616186394,0.336,0.773,0,"Myonuclei (Type IIb)","Eef1g"
"Pgrmc1.12",0,-0.628124159441087,0.015,0.366,0,"Myonuclei (Type IIb)","Pgrmc1"
"Lgals9.11",0,-0.628987837210206,0.007,0.342,0,"Myonuclei (Type IIb)","Lgals9"
"Rpn2.7",0,-0.629828241895577,0.094,0.519,0,"Myonuclei (Type IIb)","Rpn2"
"Fcgr2b.19",0,-0.630556214094862,0.005,0.245,0,"Myonuclei (Type IIb)","Fcgr2b"
"Pitpna.17",0,-0.631315381035148,0.128,0.514,0,"Myonuclei (Type IIb)","Pitpna"
"Man2b1.20",0,-0.631840686412876,0.027,0.333,0,"Myonuclei (Type IIb)","Man2b1"
"Bcap31.1",0,-0.632372083264603,0.055,0.475,0,"Myonuclei (Type IIb)","Bcap31"
"Ube2l3.8",0,-0.633384527412269,0.102,0.529,0,"Myonuclei (Type IIb)","Ube2l3"
"Slfn5.14",0,-0.63477729647226,0.01,0.269,0,"Myonuclei (Type IIb)","Slfn5"
"Itgb2.20",0,-0.636278892597113,0.01,0.273,0,"Myonuclei (Type IIb)","Itgb2"
"Atp6v0b.19",0,-0.63640071717212,0.236,0.645,0,"Myonuclei (Type IIb)","Atp6v0b"
"Tprgl.8",0,-0.637309883490421,0.075,0.467,0,"Myonuclei (Type IIb)","Tprgl"
"Dpm3.4",0,-0.637315256115594,0.034,0.424,0,"Myonuclei (Type IIb)","Dpm3"
"Map1lc3b.6",0,-0.637969075726201,0.21,0.723,0,"Myonuclei (Type IIb)","Map1lc3b"
"Cmpk1.9",0,-0.638961260763355,0.054,0.45,0,"Myonuclei (Type IIb)","Cmpk1"
"Ccrl2.18",0,-0.640831901246941,0.016,0.199,0,"Myonuclei (Type IIb)","Ccrl2"
"Emcn.21",0,-0.641185463632399,0.005,0.113,0,"Myonuclei (Type IIb)","Emcn"
"Psenen.2",0,-0.642742482676915,0.098,0.552,0,"Myonuclei (Type IIb)","Psenen"
"Sdc3.18",0,-0.643964033661743,0.005,0.302,0,"Myonuclei (Type IIb)","Sdc3"
"Pea15a.12",0,-0.645387246334456,0.013,0.368,0,"Myonuclei (Type IIb)","Pea15a"
"Atp2b1.19",0,-0.647703341730644,0.198,0.599,0,"Myonuclei (Type IIb)","Atp2b1"
"0610009D07Rik.4",0,-0.647825080161129,0.057,0.481,0,"Myonuclei (Type IIb)","0610009D07Rik"
"Mmp14.16",0,-0.647886116818718,0.015,0.287,0,"Myonuclei (Type IIb)","Mmp14"
"Mapk3.10",0,-0.648590210274656,0.017,0.376,0,"Myonuclei (Type IIb)","Mapk3"
"Pdlim4.12",0,-0.648702715782298,0.028,0.35,0,"Myonuclei (Type IIb)","Pdlim4"
"Igf1.19",0,-0.649006390799669,0.045,0.306,0,"Myonuclei (Type IIb)","Igf1"
"Gpr116.22",0,-0.650071349583948,0.016,0.118,0,"Myonuclei (Type IIb)","Gpr116"
"Tnfaip3.14",0,-0.651094421605747,0.014,0.251,0,"Myonuclei (Type IIb)","Tnfaip3"
"Dap.8",0,-0.65109758455633,0.015,0.391,0,"Myonuclei (Type IIb)","Dap"
"Folr2.20",0,-0.652131938537028,0.003,0.152,0,"Myonuclei (Type IIb)","Folr2"
"Lipa.14",0,-0.652268991411003,0.011,0.328,0,"Myonuclei (Type IIb)","Lipa"
"Nenf.17",0,-0.653106179246321,0.097,0.464,0,"Myonuclei (Type IIb)","Nenf"
"Csrp2.18",0,-0.653582367339472,0.006,0.232,0,"Myonuclei (Type IIb)","Csrp2"
"Psmb9.14",0,-0.654114282454376,0.007,0.321,0,"Myonuclei (Type IIb)","Psmb9"
"Gm10076.10",0,-0.654461632624764,0.032,0.302,0,"Myonuclei (Type IIb)","Gm10076"
"Ehd4.14",0,-0.654497803517735,0.046,0.367,0,"Myonuclei (Type IIb)","Ehd4"
"Rhoj.17",0,-0.655095700531013,0.031,0.284,0,"Myonuclei (Type IIb)","Rhoj"
"Tgoln1.6",0,-0.655986748521905,0.042,0.439,0,"Myonuclei (Type IIb)","Tgoln1"
"Vimp.8",0,-0.656963397918012,0.043,0.446,0,"Myonuclei (Type IIb)","Vimp"
"Vat1.10",0,-0.657335381902139,0.01,0.352,0,"Myonuclei (Type IIb)","Vat1"
"Tgif1.11",0,-0.657862680037907,0.044,0.387,0,"Myonuclei (Type IIb)","Tgif1"
"Bzw1.2",0,-0.658869910473244,0.064,0.478,0,"Myonuclei (Type IIb)","Bzw1"
"Ctsa.20",0,-0.65933486325041,0.141,0.468,0,"Myonuclei (Type IIb)","Ctsa"
"Cygb.21",0,-0.659388102350206,0.011,0.181,0,"Myonuclei (Type IIb)","Cygb"
"Dhrs3.16",0,-0.659769222177562,0.042,0.371,0,"Myonuclei (Type IIb)","Dhrs3"
"Ergic3.7",0,-0.660955667367291,0.045,0.456,0,"Myonuclei (Type IIb)","Ergic3"
"Arl6ip5.7",0,-0.661130034701021,0.081,0.503,0,"Myonuclei (Type IIb)","Arl6ip5"
"Tram1.6",0,-0.663064327695347,0.026,0.429,0,"Myonuclei (Type IIb)","Tram1"
"Grb2.18",0,-0.664227802909287,0.068,0.455,0,"Myonuclei (Type IIb)","Grb2"
"Pmepa1.19",0,-0.664822204731619,0.04,0.321,0,"Myonuclei (Type IIb)","Pmepa1"
"Ifi27.14",0,-0.665253242604229,0.08,0.443,0,"Myonuclei (Type IIb)","Ifi27"
"Gimap6.20",0,-0.665375727167064,0.009,0.149,0,"Myonuclei (Type IIb)","Gimap6"
"Rps12-ps3.9",0,-0.665850319642429,0.048,0.385,0,"Myonuclei (Type IIb)","Rps12-ps3"
"Hnrnpab.5",0,-0.666452892959199,0.099,0.534,0,"Myonuclei (Type IIb)","Hnrnpab"
"Ptprb.22",0,-0.667058372059508,0.016,0.119,0,"Myonuclei (Type IIb)","Ptprb"
"Adamts1.19",0,-0.667750096483855,0.078,0.255,0,"Myonuclei (Type IIb)","Adamts1"
"Nfe2l2.12",0,-0.667855034040072,0.112,0.523,0,"Myonuclei (Type IIb)","Nfe2l2"
"Sptbn1.21",0,-0.66833951879691,0.173,0.462,0,"Myonuclei (Type IIb)","Sptbn1"
"Glud1.7",0,-0.669263657832975,0.073,0.504,0,"Myonuclei (Type IIb)","Glud1"
"C1s.21",0,-0.669361547046451,0.012,0.193,0,"Myonuclei (Type IIb)","C1s"
"Fam46a.13",0,-0.669369200514133,0.014,0.307,0,"Myonuclei (Type IIb)","Fam46a"
"Hnrnpa1.8",0,-0.669786859132677,0.116,0.534,0,"Myonuclei (Type IIb)","Hnrnpa1"
"Eif1a.6",0,-0.669827211574382,0.036,0.426,0,"Myonuclei (Type IIb)","Eif1a"
"Polr1d.4",0,-0.670430478090692,0.129,0.625,0,"Myonuclei (Type IIb)","Polr1d"
"Sec11a.5",0,-0.671418046231039,0.037,0.466,0,"Myonuclei (Type IIb)","Sec11a"
"Cct5.5",0,-0.671713905828664,0.105,0.553,0,"Myonuclei (Type IIb)","Cct5"
"Myadm.13",0,-0.673821214526287,0.012,0.337,0,"Myonuclei (Type IIb)","Myadm"
"Dpysl2.13",0,-0.673823663472396,0.012,0.357,0,"Myonuclei (Type IIb)","Dpysl2"
"Pld3.17",0,-0.673887365559496,0.012,0.326,0,"Myonuclei (Type IIb)","Pld3"
"Cox4i1.4",0,-0.674402253831332,0.288,0.887,0,"Myonuclei (Type IIb)","Cox4i1"
"Col5a1.21",0,-0.67442472295744,0.03,0.186,0,"Myonuclei (Type IIb)","Col5a1"
"Sp100.15",0,-0.674788530837694,0.015,0.335,0,"Myonuclei (Type IIb)","Sp100"
"Epas1.21",0,-0.677197296286331,0.033,0.167,0,"Myonuclei (Type IIb)","Epas1"
"Actr2.14",0,-0.67812376274561,0.087,0.514,0,"Myonuclei (Type IIb)","Actr2"
"Cyb5r3.13",0,-0.678762996078183,0.023,0.384,0,"Myonuclei (Type IIb)","Cyb5r3"
"Mafb.21",0,-0.678956089222602,0.169,0.433,0,"Myonuclei (Type IIb)","Mafb"
"Psmb10.13",0,-0.679127260038113,0.03,0.409,0,"Myonuclei (Type IIb)","Psmb10"
"Iqgap1.15",0,-0.679390775640866,0.144,0.56,0,"Myonuclei (Type IIb)","Iqgap1"
"Gm6472.8",0,-0.679705534042535,0.04,0.362,0,"Myonuclei (Type IIb)","Gm6472"
"Hes1.18",0,-0.680306698589722,0.072,0.276,0,"Myonuclei (Type IIb)","Hes1"
"Atp6ap2.9",0,-0.680840807327774,0.034,0.455,0,"Myonuclei (Type IIb)","Atp6ap2"
"Cdk2ap2.10",0,-0.680930333243165,0.042,0.412,0,"Myonuclei (Type IIb)","Cdk2ap2"
"Maff.13",0,-0.681512183732085,0.025,0.31,0,"Myonuclei (Type IIb)","Maff"
"4632428N05Rik.18",0,-0.683166060857402,0.011,0.328,0,"Myonuclei (Type IIb)","4632428N05Rik"
"Snrpb.4",0,-0.6832282400225,0.173,0.666,0,"Myonuclei (Type IIb)","Snrpb"
"Degs1.3",0,-0.683704286205149,0.031,0.444,0,"Myonuclei (Type IIb)","Degs1"
"Lims2.19",0,-0.684688874117142,0.006,0.151,0,"Myonuclei (Type IIb)","Lims2"
"D8Ertd738e.3",0,-0.685979955233333,0.162,0.666,0,"Myonuclei (Type IIb)","D8Ertd738e"
"Tmem258.6",0,-0.686507909802636,0.078,0.528,0,"Myonuclei (Type IIb)","Tmem258"
"Cndp2.20",0,-0.688661157164295,0.022,0.361,0,"Myonuclei (Type IIb)","Cndp2"
"Tomm7.1",0,-0.690070155730015,0.135,0.658,0,"Myonuclei (Type IIb)","Tomm7"
"Arl4c.19",0,-0.690223952560451,0.009,0.298,0,"Myonuclei (Type IIb)","Arl4c"
"Cd300lg.21",0,-0.690432883976923,0.004,0.131,0,"Myonuclei (Type IIb)","Cd300lg"
"Arf6.3",0,-0.690492723727053,0.038,0.457,0,"Myonuclei (Type IIb)","Arf6"
"Edf1.4",0,-0.691802238254825,0.132,0.639,0,"Myonuclei (Type IIb)","Edf1"
"Loxl1.20",0,-0.692131054452279,0.008,0.202,0,"Myonuclei (Type IIb)","Loxl1"
"Csrp1.12",0,-0.692458317215146,0.013,0.283,0,"Myonuclei (Type IIb)","Csrp1"
"Hsph1.12",0,-0.692710708500155,0.071,0.301,0,"Myonuclei (Type IIb)","Hsph1"
"Irf8.18",0,-0.692795141669052,0.033,0.314,0,"Myonuclei (Type IIb)","Irf8"
"Ap2m1.6",0,-0.694636133571169,0.09,0.535,0,"Myonuclei (Type IIb)","Ap2m1"
"Wasf2.4",0,-0.695381651391608,0.054,0.478,0,"Myonuclei (Type IIb)","Wasf2"
"Scand1.13",0,-0.695651961974346,0.089,0.533,0,"Myonuclei (Type IIb)","Scand1"
"Kdr.21",0,-0.695823327002658,0.007,0.127,0,"Myonuclei (Type IIb)","Kdr"
"1500012F01Rik.7",0,-0.697077399275392,0.057,0.414,0,"Myonuclei (Type IIb)","1500012F01Rik"
"F13a1.22",0,-0.698612240239634,0.005,0.161,0,"Myonuclei (Type IIb)","F13a1"
"Gusb.20",0,-0.699167862200404,0.023,0.376,0,"Myonuclei (Type IIb)","Gusb"
"Rilpl2.18",0,-0.699213704529349,0.019,0.32,0,"Myonuclei (Type IIb)","Rilpl2"
"Atf4.6",0,-0.700066303249731,0.205,0.642,0,"Myonuclei (Type IIb)","Atf4"
"Tomm20.7",0,-0.702984683507876,0.167,0.647,0,"Myonuclei (Type IIb)","Tomm20"
"mt-Nd3.11",0,-0.703143128111349,0.136,0.648,0,"Myonuclei (Type IIb)","mt-Nd3"
"Rsad2.15",0,-0.704357749291288,0.005,0.165,0,"Myonuclei (Type IIb)","Rsad2"
"Ap2s1.8",0,-0.7043721893985,0.055,0.472,0,"Myonuclei (Type IIb)","Ap2s1"
"Rcn3.18",0,-0.705548511824471,0.01,0.241,0,"Myonuclei (Type IIb)","Rcn3"
"Fuca1.10",0,-0.70575483711865,0.033,0.444,0,"Myonuclei (Type IIb)","Fuca1"
"Lyn.20",0,-0.705808000563882,0.01,0.327,0,"Myonuclei (Type IIb)","Lyn"
"Axl.17",0,-0.706019083964289,0.025,0.333,0,"Myonuclei (Type IIb)","Axl"
"Eif3e.9",0,-0.707171353826304,0.147,0.635,0,"Myonuclei (Type IIb)","Eif3e"
"Cxcr4.19",0,-0.709807642238303,0.012,0.267,0,"Myonuclei (Type IIb)","Cxcr4"
"Tceb2.3",0,-0.710157519567716,0.182,0.761,0,"Myonuclei (Type IIb)","Tceb2"
"Morf4l1.2",0,-0.710991290057611,0.265,0.773,0,"Myonuclei (Type IIb)","Morf4l1"
"Il10rb.17",0,-0.711040300996266,0.013,0.38,0,"Myonuclei (Type IIb)","Il10rb"
"Sptssa.5",0,-0.71128648379085,0.054,0.482,0,"Myonuclei (Type IIb)","Sptssa"
"Ets1.19",0,-0.711653800040908,0.015,0.24,0,"Myonuclei (Type IIb)","Ets1"
"Mrpl52.5",0,-0.712022328942462,0.105,0.58,0,"Myonuclei (Type IIb)","Mrpl52"
"Raly.6",0,-0.712554477530492,0.076,0.536,0,"Myonuclei (Type IIb)","Raly"
"C5ar1.22",0,-0.713242128738697,0.006,0.219,0,"Myonuclei (Type IIb)","C5ar1"
"Hspd1.14",0,-0.714291525629433,0.132,0.486,0,"Myonuclei (Type IIb)","Hspd1"
"Nhp2l1.10",0,-0.715399655803182,0.099,0.551,0,"Myonuclei (Type IIb)","Nhp2l1"
"Ywhae.8",0,-0.715543478057447,0.222,0.718,0,"Myonuclei (Type IIb)","Ywhae"
"Sqstm1.9",0,-0.715751205018784,0.188,0.609,0,"Myonuclei (Type IIb)","Sqstm1"
"Tmem66.8",0,-0.71643574588441,0.056,0.489,0,"Myonuclei (Type IIb)","Tmem66"
"Has1.5",0,-0.716637586235968,0.002,0.102,0,"Myonuclei (Type IIb)","Has1"
"Sfr1.10",0,-0.717792364606268,0.11,0.57,0,"Myonuclei (Type IIb)","Sfr1"
"Uap1.18",0,-0.717948968741502,0.059,0.324,0,"Myonuclei (Type IIb)","Uap1"
"C1qtnf9.21",0,-0.719151702609201,0.003,0.112,0,"Myonuclei (Type IIb)","C1qtnf9"
"Dynlrb1.4",0,-0.719588587347436,0.097,0.579,0,"Myonuclei (Type IIb)","Dynlrb1"
"Ndrg1.18",0,-0.72010504203362,0.016,0.307,0,"Myonuclei (Type IIb)","Ndrg1"
"Ctnnb1.12",0,-0.720164823510822,0.09,0.502,0,"Myonuclei (Type IIb)","Ctnnb1"
"Snrpf.8",0,-0.720212875388966,0.108,0.577,0,"Myonuclei (Type IIb)","Snrpf"
"Hnrnpa0.4",0,-0.720712494989587,0.048,0.447,0,"Myonuclei (Type IIb)","Hnrnpa0"
"Psma2.3",0,-0.720980521946979,0.112,0.599,0,"Myonuclei (Type IIb)","Psma2"
"Islr.19",0,-0.721720687933452,0.004,0.193,0,"Myonuclei (Type IIb)","Islr"
"Rab1.8",0,-0.722262141393985,0.085,0.539,0,"Myonuclei (Type IIb)","Rab1"
"Mgll.22",0,-0.723474165257487,0.028,0.169,0,"Myonuclei (Type IIb)","Mgll"
"Ssr2.6",0,-0.725012800330985,0.031,0.453,0,"Myonuclei (Type IIb)","Ssr2"
"Tinagl1.22",0,-0.726730886739425,0.005,0.124,0,"Myonuclei (Type IIb)","Tinagl1"
"Tubb6.13",0,-0.727512762063074,0.035,0.42,0,"Myonuclei (Type IIb)","Tubb6"
"Prdx2.6",0,-0.729173443568625,0.112,0.581,0,"Myonuclei (Type IIb)","Prdx2"
"Tnfrsf12a.19",0,-0.731356419022342,0.089,0.378,0,"Myonuclei (Type IIb)","Tnfrsf12a"
"Tkt.13",0,-0.732793814411004,0.028,0.435,0,"Myonuclei (Type IIb)","Tkt"
"Ube2d3.3",0,-0.733157854829769,0.258,0.757,0,"Myonuclei (Type IIb)","Ube2d3"
"Ubl5.11",0,-0.734060323898302,0.142,0.662,0,"Myonuclei (Type IIb)","Ubl5"
"Gm11808.16",0,-0.734304317825565,0.064,0.422,0,"Myonuclei (Type IIb)","Gm11808"
"Nr4a2.12",0,-0.734355353895618,0.016,0.25,0,"Myonuclei (Type IIb)","Nr4a2"
"Mndal.14",0,-0.734760864875869,0.014,0.342,0,"Myonuclei (Type IIb)","Mndal"
"Blvrb.17",0,-0.734955137623328,0.02,0.417,0,"Myonuclei (Type IIb)","Blvrb"
"Rnd1.9",0,-0.735228961363425,0.006,0.105,0,"Myonuclei (Type IIb)","Rnd1"
"Tmem14c.6",0,-0.736570905090951,0.056,0.498,0,"Myonuclei (Type IIb)","Tmem14c"
"Fam49b.19",0,-0.73661714528782,0.049,0.394,0,"Myonuclei (Type IIb)","Fam49b"
"Ncl.16",0,-0.73711913661795,0.267,0.695,0,"Myonuclei (Type IIb)","Ncl"
"Tspan7.19",0,-0.737124347313351,0.025,0.166,0,"Myonuclei (Type IIb)","Tspan7"
"Clec4d.19",0,-0.739096293830582,0.007,0.182,0,"Myonuclei (Type IIb)","Clec4d"
"Ifit1.15",0,-0.739472058670683,0.005,0.149,0,"Myonuclei (Type IIb)","Ifit1"
"Pomp.10",0,-0.740427408485735,0.121,0.618,0,"Myonuclei (Type IIb)","Pomp"
"Set.8",0,-0.740482646789603,0.114,0.572,0,"Myonuclei (Type IIb)","Set"
"Mgst1.15",0,-0.741124494770282,0.021,0.333,0,"Myonuclei (Type IIb)","Mgst1"
"Gem.17",0,-0.743235573220314,0.016,0.252,0,"Myonuclei (Type IIb)","Gem"
"Ddost.8",0,-0.743401763660354,0.029,0.468,0,"Myonuclei (Type IIb)","Ddost"
"Asah1.14",0,-0.744448086263376,0.041,0.461,0,"Myonuclei (Type IIb)","Asah1"
"Hnrnpk.4",0,-0.745225132218975,0.276,0.774,0,"Myonuclei (Type IIb)","Hnrnpk"
"Cnn3.18",0,-0.746464413554419,0.029,0.34,0,"Myonuclei (Type IIb)","Cnn3"
"Ugdh.19",0,-0.747003056582451,0.028,0.26,0,"Myonuclei (Type IIb)","Ugdh"
"Eef1d.12",0,-0.747245280856719,0.167,0.673,0,"Myonuclei (Type IIb)","Eef1d"
"Chmp2a.6",0,-0.747337835723882,0.115,0.598,0,"Myonuclei (Type IIb)","Chmp2a"
"Creg1.21",0,-0.747814385914904,0.058,0.441,0,"Myonuclei (Type IIb)","Creg1"
"Snrpg.10",0,-0.749748561184,0.049,0.463,0,"Myonuclei (Type IIb)","Snrpg"
"Rnf130.15",0,-0.750250444209419,0.043,0.452,0,"Myonuclei (Type IIb)","Rnf130"
"Fosl2.9",0,-0.750337121464662,0.039,0.392,0,"Myonuclei (Type IIb)","Fosl2"
"Gltp.15",0,-0.751214760535158,0.013,0.391,0,"Myonuclei (Type IIb)","Gltp"
"mt-Nd5.7",0,-0.751569538382691,0.118,0.655,0,"Myonuclei (Type IIb)","mt-Nd5"
"Nme1.14",0,-0.751836381287421,0.109,0.529,0,"Myonuclei (Type IIb)","Nme1"
"Ostc.6",0,-0.753882246072558,0.036,0.467,0,"Myonuclei (Type IIb)","Ostc"
"Ccr2.20",0,-0.753890394942819,0.004,0.189,0,"Myonuclei (Type IIb)","Ccr2"
"Mrfap1.9",0,-0.754216963595706,0.153,0.688,0,"Myonuclei (Type IIb)","Mrfap1"
"Atp1a1.7",0,-0.756068827515229,0.046,0.49,0,"Myonuclei (Type IIb)","Atp1a1"
"Xist.6",0,-0.756399027601773,0.056,0.433,0,"Myonuclei (Type IIb)","Xist"
"H2afj.14",0,-0.757312288422271,0.057,0.502,0,"Myonuclei (Type IIb)","H2afj"
"Anp32b.7",0,-0.757578635478556,0.1,0.552,0,"Myonuclei (Type IIb)","Anp32b"
"Gja1.20",0,-0.758831503663036,0.005,0.218,0,"Myonuclei (Type IIb)","Gja1"
"Bax.10",0,-0.758869470827187,0.096,0.525,0,"Myonuclei (Type IIb)","Bax"
"Psmb1.7",0,-0.76032032513048,0.15,0.664,0,"Myonuclei (Type IIb)","Psmb1"
"Dab2.18",0,-0.760843001731318,0.022,0.331,0,"Myonuclei (Type IIb)","Dab2"
"Ost4.2",0,-0.761784371641759,0.114,0.623,0,"Myonuclei (Type IIb)","Ost4"
"H2-DMb1.19",0,-0.763807093738776,0.006,0.219,0,"Myonuclei (Type IIb)","H2-DMb1"
"Ppic.18",0,-0.764151026332927,0.029,0.288,0,"Myonuclei (Type IIb)","Ppic"
"Hmgb2.11",0,-0.764247069558211,0.031,0.386,0,"Myonuclei (Type IIb)","Hmgb2"
"Lpl.19",0,-0.764847467558723,0.169,0.472,0,"Myonuclei (Type IIb)","Lpl"
"Plk2.13",0,-0.765137117332336,0.016,0.263,0,"Myonuclei (Type IIb)","Plk2"
"Rab11a.11",0,-0.765328381321355,0.058,0.499,0,"Myonuclei (Type IIb)","Rab11a"
"Nedd8.4",0,-0.767850331046561,0.124,0.647,0,"Myonuclei (Type IIb)","Nedd8"
"Rap1a.7",0,-0.769449097217382,0.129,0.622,0,"Myonuclei (Type IIb)","Rap1a"
"Txndc17.7",0,-0.772878335388861,0.082,0.566,0,"Myonuclei (Type IIb)","Txndc17"
"Ptp4a1.7",0,-0.773386638128355,0.097,0.528,0,"Myonuclei (Type IIb)","Ptp4a1"
"Mif.10",0,-0.775807578523147,0.117,0.56,0,"Myonuclei (Type IIb)","Mif"
"Ebf1.20",0,-0.776701948690234,0.054,0.301,0,"Myonuclei (Type IIb)","Ebf1"
"Pycard.18",0,-0.777061185058642,0.011,0.368,0,"Myonuclei (Type IIb)","Pycard"
"Cox7a2l.9",0,-0.777292460500176,0.187,0.678,0,"Myonuclei (Type IIb)","Cox7a2l"
"Pim3.16",0,-0.778103986084039,0.048,0.328,0,"Myonuclei (Type IIb)","Pim3"
"Pdlim1.17",0,-0.77878196629222,0.023,0.27,0,"Myonuclei (Type IIb)","Pdlim1"
"Gmfg.20",0,-0.779007254845778,0.009,0.303,0,"Myonuclei (Type IIb)","Gmfg"
"Htra3.20",0,-0.780077991337654,0.03,0.22,0,"Myonuclei (Type IIb)","Htra3"
"Kdelr2.14",0,-0.780592441848621,0.03,0.426,0,"Myonuclei (Type IIb)","Kdelr2"
"Snx3.11",0,-0.781434253201831,0.128,0.638,0,"Myonuclei (Type IIb)","Snx3"
"Dbi.14",0,-0.782085439681632,0.145,0.623,0,"Myonuclei (Type IIb)","Dbi"
"Rps27l.12",0,-0.782536431512111,0.173,0.716,0,"Myonuclei (Type IIb)","Rps27l"
"KCTD12.13",0,-0.783572005732556,0.012,0.367,0,"Myonuclei (Type IIb)","KCTD12"
"Ecm1.15",0,-0.78606003461412,0.038,0.349,0,"Myonuclei (Type IIb)","Ecm1"
"Plaur.15",0,-0.786260737071076,0.01,0.292,0,"Myonuclei (Type IIb)","Plaur"
"Spcs1.7",0,-0.786277533069169,0.083,0.576,0,"Myonuclei (Type IIb)","Spcs1"
"Sept7.7",0,-0.786622442639356,0.106,0.582,0,"Myonuclei (Type IIb)","Sept7"
"Tnfrsf1a.12",0,-0.787212952631603,0.02,0.456,0,"Myonuclei (Type IIb)","Tnfrsf1a"
"Anp32a.7",0,-0.78732942040083,0.042,0.473,0,"Myonuclei (Type IIb)","Anp32a"
"Cd83.22",0,-0.788233859438526,0.004,0.236,0,"Myonuclei (Type IIb)","Cd83"
"Pld4.21",0,-0.789598862250462,0.008,0.284,0,"Myonuclei (Type IIb)","Pld4"
"Itgb1.14",0,-0.78993609528261,0.139,0.619,0,"Myonuclei (Type IIb)","Itgb1"
"Fyb.20",0,-0.793039254971696,0.014,0.313,0,"Myonuclei (Type IIb)","Fyb"
"Lgals3bp.16",0,-0.794553993289712,0.01,0.357,0,"Myonuclei (Type IIb)","Lgals3bp"
"Naca.10",0,-0.795104340539772,0.447,0.869,0,"Myonuclei (Type IIb)","Naca"
"Ran.8",0,-0.795237953500512,0.164,0.638,0,"Myonuclei (Type IIb)","Ran"
"Timp1.19",0,-0.795442013075874,0.007,0.179,0,"Myonuclei (Type IIb)","Timp1"
"Actg1.14",0,-0.795520292528113,0.682,0.944,0,"Myonuclei (Type IIb)","Actg1"
"Itih5.20",0,-0.795769387547108,0.013,0.2,0,"Myonuclei (Type IIb)","Itih5"
"C3ar1.22",0,-0.796263611248576,0.005,0.263,0,"Myonuclei (Type IIb)","C3ar1"
"Atp6v1f.12",0,-0.799104533359077,0.107,0.621,0,"Myonuclei (Type IIb)","Atp6v1f"
"Snx5.19",0,-0.800159464266315,0.088,0.468,0,"Myonuclei (Type IIb)","Snx5"
