"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","is.trascr.factor","is.surface.protein"
"Trim7.18",1.4716460724842e-05,-0.684418409926398,0.125,0.223,0.41578416485896,"20","Trim7",FALSE,FALSE
"Plcd4.16",1.47895961837859e-05,-0.430929074653712,0.056,0.145,0.417850460980502,"20","Plcd4",FALSE,FALSE
"Limch1.10",1.50482505327893e-05,-0.592592699540612,0.097,0.19,0.425158222302896,"20","Limch1",FALSE,FALSE
"Rabgap1.1",1.51061814601539e-05,-0.256983419219503,0.052,0.14,0.426794944793727,"20","Rabgap1",FALSE,FALSE
"Rbfox1.15",1.51327009095887e-05,-0.617534416028415,0.274,0.369,0.427544198798609,"20","Rbfox1",FALSE,FALSE
"2010111I01Rik.2",1.52027361850756e-05,-0.275389810400758,0.153,0.26,0.429522905436941,"20","2010111I01Rik",FALSE,FALSE
"Dynll2.2",1.53399410123581e-05,0.423922206688566,0.33,0.244,0.433399353422152,"20","Dynll2",FALSE,FALSE
"Cish.14",1.59325445931299e-05,-0.513638863815903,0.042,0.124,0.450142182389698,"20","Cish",FALSE,FALSE
"Cdh13.4",1.62550882446591e-05,-0.25040151273886,0.16,0.277,0.459255008176354,"20","Cdh13",FALSE,TRUE
"Med1.1",1.644954370701e-05,-0.251058376325001,0.08,0.176,0.464748958354154,"20","Med1",FALSE,FALSE
"Phf14.6",1.66224159272686e-05,-0.30692262834072,0.083,0.18,0.469633117193121,"20","Phf14",FALSE,FALSE
"Mfsd11",1.68993136285385e-05,-0.256990530445133,0.035,0.114,0.477456307947097,"20","Mfsd11",FALSE,FALSE
"Pnpla7.9",1.69460028268508e-05,-0.372092128190611,0.042,0.125,0.478775417867017,"20","Pnpla7",FALSE,FALSE
"Plin4.18",1.69786660283357e-05,-0.461780398013795,0.118,0.219,0.479698251298567,"20","Plin4",FALSE,FALSE
"Atad2b.3",1.71011575614783e-05,-0.28025013296102,0.035,0.115,0.483159004584445,"20","Atad2b",FALSE,FALSE
"Phc3.5",1.72802826891498e-05,-0.337894845434055,0.042,0.124,0.48821982681655,"20","Phc3",FALSE,FALSE
"Mt1.11",1.762200352495e-05,-0.943646774925043,0.347,0.45,0.497874465590412,"20","Mt1",FALSE,FALSE
"Eno1.17",1.76369511920459e-05,-0.256009989612049,0.215,0.336,0.498296782028873,"20","Eno1",TRUE,TRUE
"Eea1.2",1.82591106202042e-05,-0.250870040710604,0.097,0.197,0.51587465235263,"20","Eea1",FALSE,FALSE
"Coa5.2",1.83467134356906e-05,0.262259289843874,0.153,0.086,0.518349694698567,"20","Coa5",FALSE,FALSE
"Fam193b.8",1.85221512491076e-05,-0.347379142414169,0.049,0.134,0.523306339241038,"20","Fam193b",FALSE,FALSE
"Crebrf.4",1.87858425162064e-05,-0.268474581031657,0.049,0.136,0.530756408610379,"20","Crebrf",TRUE,FALSE
"Bgn.11",1.89511632657988e-05,-0.331914767251329,0.052,0.141,0.535427215748615,"20","Bgn",FALSE,TRUE
"4931406P16Rik.5",1.93402508234001e-05,-0.265236272224961,0.066,0.158,0.546420106513522,"20","4931406P16Rik",FALSE,FALSE
"Myo18a.8",1.93424873865413e-05,-0.402675583110068,0.132,0.234,0.54648329613195,"20","Myo18a",FALSE,FALSE
"Ube4a.5",1.96119577680887e-05,-0.281006192247284,0.038,0.12,0.554096642821811,"20","Ube4a",FALSE,FALSE
"Mon2.5",2.04866847067431e-05,-0.266851854134798,0.066,0.158,0.578810303019612,"20","Mon2",FALSE,FALSE
"Ring1.1",2.06210673439557e-05,-0.253835425526625,0.076,0.171,0.58260701566878,"20","Ring1",FALSE,FALSE
"Sugp2.5",2.0640798113144e-05,-0.267701452574354,0.038,0.12,0.583164469090656,"20","Sugp2",FALSE,FALSE
"Cwc25.3",2.12051604629129e-05,-0.268642057287569,0.08,0.176,0.599109398558678,"20","Cwc25",FALSE,FALSE
"Sucla2.5",2.157835969739e-05,0.385079351040079,0.319,0.236,0.609653396530361,"20","Sucla2",FALSE,FALSE
"Atp6v1d.2",2.16673509911434e-05,0.337225052029474,0.226,0.149,0.612167667552773,"20","Atp6v1d",FALSE,FALSE
"Dnajb9.6",2.18467188079867e-05,-0.327374688553204,0.097,0.195,0.617235346482049,"20","Dnajb9",FALSE,FALSE
"Slc9a8.4",2.18732429280571e-05,-0.287143297059444,0.045,0.128,0.617984732446399,"20","Slc9a8",FALSE,FALSE
"Ech1.4",2.2494958925654e-05,0.312129370350873,0.295,0.208,0.635550074526502,"20","Ech1",FALSE,FALSE
"Itm2b.16",2.34327073330879e-05,-0.313937276429153,0.344,0.453,0.662044280281732,"20","Itm2b",FALSE,FALSE
"Atf3.6",2.40536236108151e-05,-0.375916410253978,0.097,0.194,0.67958702787636,"20","Atf3",TRUE,FALSE
"Mettl23.2",2.43178541506747e-05,0.441062833329098,0.25,0.171,0.687052333319013,"20","Mettl23",FALSE,FALSE
"Rbm33.10",2.53421090903355e-05,-0.362377521085692,0.122,0.221,0.71599060812925,"20","Rbm33",FALSE,FALSE
"BC005537.3",2.58522657037364e-05,-0.277315452556278,0.194,0.307,0.730404062927665,"20","BC005537",FALSE,FALSE
"Zmym5.7",2.67711267894269e-05,-0.319361011503696,0.128,0.23,0.756364645181679,"20","Zmym5",TRUE,FALSE
"Mrto4.5",2.68046340524718e-05,-0.27122360835567,0.153,0.255,0.757311325884486,"20","Mrto4",FALSE,FALSE
"Fam162a.10",2.69115811699834e-05,0.412959589758181,0.33,0.251,0.760332902795542,"20","Fam162a",FALSE,FALSE
"Mfn1.10",2.72901646423014e-05,-0.336396561448152,0.111,0.212,0.771029021638942,"20","Mfn1",FALSE,FALSE
"Gdap10.14",2.77527027932503e-05,-0.364663018363061,0.066,0.157,0.7840971120177,"20","Gdap10",FALSE,FALSE
"Tiparp.2",2.79539339022457e-05,-0.268194532629201,0.073,0.164,0.789782494540147,"20","Tiparp",FALSE,FALSE
"AB041803.15",2.8022675525252e-05,-0.28312363158586,0.066,0.158,0.791724651614946,"20","AB041803",FALSE,FALSE
"Chd9.7",2.83169790879677e-05,-0.370039995583187,0.087,0.178,0.800039610172351,"20","Chd9",FALSE,FALSE
"Ptprd.4",2.83651421459962e-05,-0.266819558065223,0.073,0.164,0.80140036105083,"20","Ptprd",FALSE,TRUE
"Prkab2.5",2.8581070240686e-05,-0.371999694988424,0.128,0.226,0.8075009775101,"20","Prkab2",FALSE,FALSE
"Mrps23.3",2.9120895514711e-05,0.283054797251029,0.288,0.2,0.82275266097713,"20","Mrps23",FALSE,FALSE
"Mknk2.4",3.01997777506843e-05,0.338364826826144,0.257,0.173,0.853234320790084,"20","Mknk2",FALSE,FALSE
"Dnlz.2",3.02139419903503e-05,0.307600945966422,0.229,0.151,0.853634503053368,"20","Dnlz",FALSE,FALSE
"Tomm5.15",3.08597054289537e-05,0.346600685276908,0.351,0.269,0.871879257484228,"20","Tomm5",FALSE,FALSE
"Cd47.5",3.12590384087215e-05,-0.266556147112761,0.115,0.21,0.88316161216161,"20","Cd47",FALSE,TRUE
"Rc3h1.6",3.16024996861872e-05,-0.288510026764467,0.101,0.195,0.892865423633848,"20","Rc3h1",FALSE,FALSE
"Ankrd10.14",3.1965798153509e-05,-0.268253670396354,0.153,0.262,0.90312969523109,"20","Ankrd10",FALSE,FALSE
"Vapb",3.23466204611648e-05,0.457289612594259,0.299,0.222,0.913889067889289,"20","Vapb",FALSE,FALSE
"Dmpk.8",3.33197987683528e-05,-0.301799298171181,0.222,0.334,0.941384274602271,"20","Dmpk",FALSE,FALSE
"Polr2k.14",3.35411302865394e-05,0.335934547366891,0.323,0.245,0.947637553985596,"20","Polr2k",FALSE,FALSE
"Ube2d1.8",3.37809976353461e-05,0.266365510493834,0.399,0.299,0.954414526191435,"20","Ube2d1",FALSE,FALSE
"Sgcb.2",3.39206603939004e-05,-0.267532597826556,0.09,0.184,0.958360418108868,"20","Sgcb",FALSE,TRUE
"Bach1",3.41389492593057e-05,-0.276122450890311,0.062,0.148,0.964527733423165,"20","Bach1",TRUE,FALSE
"Man2a2.6",3.42772761955523e-05,-0.30175254137456,0.097,0.193,0.968435884352938,"20","Man2a2",FALSE,FALSE
"Tmem87a.5",3.54924195545396e-05,-0.285567559472674,0.059,0.144,1,"20","Tmem87a",FALSE,TRUE
"B3galnt2.5",3.61016995099102e-05,-0.267087597538346,0.059,0.144,1,"20","B3galnt2",FALSE,FALSE
"Polr2i.13",3.80918240291404e-05,0.39148323940207,0.288,0.21,1,"20","Polr2i",FALSE,FALSE
"Uty.12",3.8258547479562e-05,-0.326169154147299,0.056,0.139,1,"20","Uty",FALSE,FALSE
"Zfp560",3.85341716251572e-05,0.300451575965841,0.167,0.099,1,"20","Zfp560",FALSE,FALSE
"Kcnq4.5",3.8922165970274e-05,-0.312790123617376,0.042,0.12,1,"20","Kcnq4",FALSE,FALSE
"Mapk1ip1.9",4.11131409623039e-05,-0.297430320044695,0.042,0.12,1,"20","Mapk1ip1",FALSE,FALSE
"Phf20l1.7",4.1616719129654e-05,-0.311462361970546,0.16,0.265,1,"20","Phf20l1",FALSE,FALSE
"Dnajc11.3",4.23661371579907e-05,-0.271215373233903,0.111,0.208,1,"20","Dnajc11",FALSE,FALSE
"Ptpla.15",4.29849063292835e-05,0.419659326437614,0.299,0.227,1,"20","Ptpla",FALSE,FALSE
"Hook3.7",4.31127189883345e-05,-0.281863799135564,0.16,0.266,1,"20","Hook3",FALSE,FALSE
"Lnp.6",4.46314900000224e-05,-0.294144371025132,0.083,0.174,1,"20","Lnp",FALSE,FALSE
"Dpf2.1",4.76196600861618e-05,-0.269269285273683,0.097,0.189,1,"20","Dpf2",FALSE,FALSE
"Gclm.10",4.78320491124616e-05,-0.251052797148495,0.149,0.254,1,"20","Gclm",FALSE,FALSE
"Arrdc2.16",4.82586393216149e-05,-0.462376745738151,0.066,0.149,1,"20","Arrdc2",FALSE,FALSE
"Cdc42bpb.5",4.9439873409544e-05,-0.258692529129335,0.038,0.114,1,"20","Cdc42bpb",FALSE,FALSE
"Glul.5",5.0452470054482e-05,-0.507065325432785,0.247,0.361,1,"20","Glul",FALSE,FALSE
"Gm9843.15",5.08435581867047e-05,0.255075889355209,0.229,0.149,1,"20","Gm9843",FALSE,FALSE
"Acacb.15",5.26330722692007e-05,-0.440967541176734,0.111,0.2,1,"20","Acacb",FALSE,FALSE
"Mapt.11",5.30450184209332e-05,-0.464898024696332,0.09,0.175,1,"20","Mapt",FALSE,FALSE
"Mafb.8",5.34425031143012e-05,-0.316923446728801,0.062,0.147,1,"20","Mafb",TRUE,FALSE
"Thra.1",5.35384790287942e-05,-0.253787144102272,0.128,0.225,1,"20","Thra",TRUE,FALSE
"mt-Nd5.16",5.35505452350444e-05,0.837873362082448,0.427,0.389,1,"20","mt-Nd5",FALSE,FALSE
"Cep85.12",5.39232889672008e-05,-0.41842285922802,0.115,0.205,1,"20","Cep85",FALSE,FALSE
"1110008F13Rik.13",5.45290120381747e-05,0.385667732557644,0.316,0.24,1,"20","1110008F13Rik",FALSE,FALSE
"Ppm1a.3",5.51708922308481e-05,0.450372972002351,0.24,0.168,1,"20","Ppm1a",FALSE,FALSE
"Rhot1.4",5.7368816970169e-05,-0.276205972633507,0.115,0.212,1,"20","Rhot1",FALSE,FALSE
"Hoxc8.9",6.07177958498181e-05,-0.339570411659375,0.056,0.136,1,"20","Hoxc8",TRUE,FALSE
"Zdbf2.5",6.07296620417859e-05,-0.254560425473581,0.035,0.107,1,"20","Zdbf2",FALSE,FALSE
"Nr4a3.14",6.07999535437428e-05,-0.464569411517808,0.052,0.132,1,"20","Nr4a3",TRUE,FALSE
"Aox1.10",6.14831276104739e-05,-0.308476515738754,0.038,0.113,1,"20","Aox1",FALSE,FALSE
"Qk.6",6.1755472495381e-05,-0.324523402311548,0.33,0.454,1,"20","Qk",FALSE,FALSE
"Atg16l1.1",6.32604168152846e-05,-0.272576555857171,0.045,0.12,1,"20","Atg16l1",FALSE,FALSE
"Xist.15",6.35128638985809e-05,-0.612868585683998,0.09,0.177,1,"20","Xist",FALSE,FALSE
"Bbip1.2",6.66172255292373e-05,0.318765503158309,0.236,0.162,1,"20","Bbip1",FALSE,FALSE
"2310009B15Rik",6.70694439071699e-05,0.260421864333997,0.17,0.104,1,"20","2310009B15Rik",FALSE,FALSE
"Myod1.10",6.74582934007342e-05,-0.64754063703206,0.201,0.291,1,"20","Myod1",TRUE,FALSE
"Ndel1.2",6.89107697137778e-05,-0.254194515598602,0.191,0.295,1,"20","Ndel1",FALSE,FALSE
"Gm20417.13",7.08530307474384e-05,-0.367690564161532,0.062,0.142,1,"20","Gm20417",FALSE,FALSE
"Col7a1.12",7.12152870683921e-05,-0.447674146124205,0.042,0.115,1,"20","Col7a1",FALSE,FALSE
"Lcor.8",7.16256275136367e-05,-0.369485166356736,0.062,0.141,1,"20","Lcor",FALSE,FALSE
"Mast2.12",7.28455850289625e-05,-0.370256297544329,0.122,0.212,1,"20","Mast2",FALSE,FALSE
"2610037D02Rik.4",7.47625462071217e-05,-0.288146201748861,0.059,0.139,1,"20","2610037D02Rik",FALSE,FALSE
"Gatad1.3",7.52799480990707e-05,0.355685428052562,0.233,0.161,1,"20","Gatad1",FALSE,FALSE
"Bola1.1",7.59683663928072e-05,0.27978701237708,0.17,0.104,1,"20","Bola1",FALSE,FALSE
"Vps13d.9",7.71421565472258e-05,-0.31386531751159,0.045,0.12,1,"20","Vps13d",FALSE,FALSE
"Tomm7.12",7.82283407941349e-05,0.314181987574935,0.451,0.389,1,"20","Tomm7",FALSE,FALSE
"Hdac4.1.7",7.82319394913813e-05,-0.332942685738761,0.062,0.141,1,"20","Hdac4.1",FALSE,FALSE
"Camk2d.5",7.98913279720925e-05,-0.365332630473394,0.115,0.202,1,"20","Camk2d",FALSE,FALSE
"Taz.11",8.18251237849983e-05,-0.395941487445954,0.153,0.246,1,"20","Taz",FALSE,FALSE
"Jhdm1d.1",8.39491172739134e-05,-0.263819660503249,0.059,0.138,1,"20","Jhdm1d",FALSE,FALSE
"Gbf1.2",8.47542316210707e-05,-0.270818788594686,0.087,0.172,1,"20","Gbf1",FALSE,FALSE
"Emc1.2",8.73604303086116e-05,-0.257316305803362,0.059,0.137,1,"20","Emc1",FALSE,FALSE
"Slk.5",8.8077242952262e-05,-0.283556017520002,0.111,0.201,1,"20","Slk",FALSE,FALSE
"Dleu2.7",8.8882396020562e-05,-0.351931274133858,0.087,0.171,1,"20","Dleu2",FALSE,FALSE
"Ocrl.9",8.95836914934396e-05,-0.278346994692944,0.035,0.105,1,"20","Ocrl",FALSE,FALSE
"Insr.8",8.97977048500497e-05,-0.333136246963312,0.056,0.132,1,"20","Insr",FALSE,TRUE
"Eef2.14",9.33802423812678e-05,-0.422883426815434,0.649,0.646,1,"20","Eef2",FALSE,TRUE
"Cdc14a.15",9.54276353584512e-05,-0.437291152523501,0.087,0.171,1,"20","Cdc14a",FALSE,FALSE
"Tmem63b.8",9.63847721734114e-05,-0.330097680168102,0.097,0.185,1,"20","Tmem63b",FALSE,TRUE
"Ralgapa1.7",9.68541000209811e-05,-0.296824833864972,0.09,0.176,1,"20","Ralgapa1",FALSE,FALSE
"Igfbp5.9",9.7198557720246e-05,-0.507863636620536,0.139,0.23,1,"20","Igfbp5",FALSE,FALSE
"Hspa1b.9",0.000100387178655973,-0.298869043052463,0.059,0.14,1,"20","Hspa1b",FALSE,FALSE
"2610203C20Rik.6",0.000105146348237704,-0.261839269775375,0.052,0.128,1,"20","2610203C20Rik",FALSE,FALSE
"Ubc.7",0.00010515850036887,-1.00872617259811,0.569,0.601,1,"20","Ubc",FALSE,FALSE
"Cct7.10",0.000105172786900501,-0.283093520431542,0.267,0.376,1,"20","Cct7",FALSE,FALSE
"Nsmaf.6",0.000105564397648383,-0.272706076125099,0.056,0.132,1,"20","Nsmaf",FALSE,FALSE
"Phka1.17",0.000109349783869336,-0.573832773555232,0.174,0.262,1,"20","Phka1",FALSE,FALSE
"Kif16b.11",0.000110104439219152,-0.365135619022671,0.056,0.13,1,"20","Kif16b",FALSE,FALSE
"Abcd3.9",0.000111673744650723,-0.288190087209571,0.115,0.203,1,"20","Abcd3",FALSE,FALSE
"Cep85l.11",0.000112678844431767,-0.343405747398239,0.049,0.121,1,"20","Cep85l",FALSE,FALSE
"Cacna2d1.13",0.000116955407404665,-0.333584611748437,0.177,0.273,1,"20","Cacna2d1",FALSE,TRUE
"Mrps33.14",0.000117800675437459,0.324210741088008,0.344,0.271,1,"20","Mrps33",FALSE,FALSE
"Ankrd40.3",0.000118563666522229,0.303204295389931,0.205,0.136,1,"20","Ankrd40",FALSE,FALSE
"Zfyve9.5",0.000119007352495552,-0.252300341516589,0.083,0.167,1,"20","Zfyve9",FALSE,FALSE
"Ulk1.2",0.000120180984403796,-0.284284168835739,0.035,0.101,1,"20","Ulk1",FALSE,FALSE
"Osgin1.7",0.000120826975616581,-0.260231419837638,0.052,0.127,1,"20","Osgin1",FALSE,FALSE
"Got1.9",0.000120993096169805,0.296622439533071,0.312,0.23,1,"20","Got1",FALSE,FALSE
"Nudt2.6",0.000123846562444417,0.252386508944141,0.142,0.084,1,"20","Nudt2",FALSE,FALSE
"Fam214a.11",0.000127783848072567,-0.325314844933173,0.062,0.139,1,"20","Fam214a",FALSE,FALSE
"Polr2j.9",0.000131055569133464,0.419658732754581,0.274,0.205,1,"20","Polr2j",FALSE,FALSE
"Gstm5.2",0.000137455116557413,0.331497186682723,0.243,0.171,1,"20","Gstm5",FALSE,FALSE
"Malsu1.3",0.000152792839973526,0.342141762875352,0.24,0.171,1,"20","Malsu1",FALSE,FALSE
"Strbp.10",0.000152810917135228,-0.286994920561177,0.09,0.174,1,"20","Strbp",FALSE,FALSE
"Gemin7.2",0.00015444521530159,0.371108804306269,0.233,0.165,1,"20","Gemin7",FALSE,FALSE
"Lamb2.4",0.000155944163832861,-0.258876535328957,0.052,0.125,1,"20","Lamb2",FALSE,TRUE
"Ndufv1.4",0.00015614939138877,0.395193034438913,0.382,0.329,1,"20","Ndufv1",FALSE,FALSE
"Rpl35.8",0.000158886805127774,-0.431472378817225,0.573,0.567,1,"20","Rpl35",FALSE,TRUE
"Myom1.16",0.000160495992808697,-0.546435262392163,0.274,0.348,1,"20","Myom1",FALSE,FALSE
"mt-Nd2.17",0.000160591948350621,1.15440001113992,0.542,0.558,1,"20","mt-Nd2",FALSE,FALSE
"Apc.1",0.000164442479685556,-0.253183638509834,0.09,0.174,1,"20","Apc",FALSE,FALSE
"Rptor.5",0.000169747067365946,-0.263239514803323,0.045,0.115,1,"20","Rptor",FALSE,FALSE
"Rfx7.7",0.000175623069936581,-0.363385471712526,0.115,0.198,1,"20","Rfx7",TRUE,FALSE
"Ppp1r27.14",0.000176679180471248,0.36971510135243,0.25,0.168,1,"20","Ppp1r27",FALSE,FALSE
"Uqcrc2.13",0.0001769296203295,0.367287089886378,0.372,0.308,1,"20","Uqcrc2",FALSE,FALSE
"Map3k14.2",0.000181619038346998,-0.262154214938582,0.042,0.11,1,"20","Map3k14",FALSE,FALSE
"Rbm20.9",0.000188214537435875,-0.300208386233836,0.122,0.211,1,"20","Rbm20",FALSE,FALSE
"Akap1.8",0.000194970337847498,-0.254476153912044,0.073,0.151,1,"20","Akap1",FALSE,FALSE
"Herc2.6",0.000195197314326347,-0.303520323845625,0.122,0.209,1,"20","Herc2",FALSE,FALSE
"S100a13.7",0.00021551230086726,0.301217703305062,0.201,0.133,1,"20","S100a13",FALSE,FALSE
"Usp24.4",0.000222028307029299,-0.27473700834424,0.066,0.139,1,"20","Usp24",FALSE,FALSE
"Alpk2.14",0.000225925849080907,-0.35163317597971,0.059,0.13,1,"20","Alpk2",FALSE,FALSE
"Gmppa",0.000233634605185941,-0.251442115823587,0.049,0.116,1,"20","Gmppa",FALSE,FALSE
"Sgms1.8",0.000236090756711242,-0.283124947835891,0.094,0.175,1,"20","Sgms1",FALSE,FALSE
"Ddi2.7",0.000239762084098979,-0.336322340681124,0.087,0.165,1,"20","Ddi2",FALSE,FALSE
"Zmynd8.6",0.000242332433274633,-0.349698902816598,0.09,0.167,1,"20","Zmynd8",FALSE,FALSE
"Pde4d.1.8",0.000245853003692782,-0.264004070650986,0.066,0.141,1,"20","Pde4d.1",FALSE,FALSE
"Cct6a.5",0.000250180819242988,-0.260706046305802,0.139,0.224,1,"20","Cct6a",FALSE,FALSE
"Ndufa10.12",0.00025409382230016,0.316992081936754,0.385,0.32,1,"20","Ndufa10",FALSE,FALSE
"Snapc5",0.000258665445714774,0.300386558428891,0.146,0.09,1,"20","Snapc5",TRUE,FALSE
"Pde4a.18",0.000259321225950284,-0.333955487484879,0.083,0.163,1,"20","Pde4a",FALSE,FALSE
"Lmo7.9",0.000264842034926862,-0.425983430062361,0.087,0.159,1,"20","Lmo7",FALSE,FALSE
"Zbtb16.16",0.00026663188482521,-0.341462589631499,0.09,0.169,1,"20","Zbtb16",TRUE,FALSE
"Shprh.6",0.000267852469622227,-0.284553338181478,0.056,0.126,1,"20","Shprh",FALSE,FALSE
"Kansl3.4",0.000270308855807437,-0.273893269943121,0.08,0.156,1,"20","Kansl3",FALSE,FALSE
"Gpx1.14",0.000271404601108353,0.343613217071792,0.247,0.175,1,"20","Gpx1",FALSE,FALSE
"Cops6.13",0.000294586958475955,0.338850944180613,0.302,0.233,1,"20","Cops6",FALSE,FALSE
"Bet1",0.000297893923419197,0.31058738833489,0.194,0.131,1,"20","Bet1",FALSE,FALSE
"Cisd3.2",0.000300971079911993,0.281808562647854,0.146,0.09,1,"20","Cisd3",FALSE,FALSE
"Filip1.12",0.000304591846937189,-0.388314441091843,0.149,0.235,1,"20","Filip1",FALSE,FALSE
"Gde1.2",0.000305300179616858,0.359267729660953,0.243,0.177,1,"20","Gde1",FALSE,FALSE
"Spry1.4",0.000321958917948704,-0.273663384361211,0.08,0.155,1,"20","Spry1",FALSE,FALSE
"Dopey2.1",0.000321977191698884,-0.250545473370164,0.038,0.102,1,"20","Dopey2",FALSE,FALSE
"Lamtor4.8",0.000331255228027719,0.29591817291441,0.226,0.163,1,"20","Lamtor4",FALSE,FALSE
"Slc25a25.4",0.00033783864293226,-0.269938212988222,0.052,0.119,1,"20","Slc25a25",FALSE,FALSE
"Fdx1.1",0.000340253503119012,0.268399987479081,0.219,0.152,1,"20","Fdx1",FALSE,FALSE
"Mtfr1l.8",0.000342651835011036,0.386462175275731,0.312,0.247,1,"20","Mtfr1l",FALSE,FALSE
"Hspa8.8",0.000354533352852996,-0.705163589285432,0.712,0.631,1,"20","Hspa8",FALSE,TRUE
"Scand1.11",0.000366317095203643,0.325273463993575,0.271,0.203,1,"20","Scand1",FALSE,FALSE
"Paip2.7",0.000373732162578141,0.30829330488064,0.448,0.386,1,"20","Paip2",FALSE,FALSE
"Tango2.14",0.00040193399954808,-0.428499080611816,0.101,0.176,1,"20","Tango2",FALSE,FALSE
"Sox6.11",0.000402484469582118,-0.469470876211983,0.108,0.179,1,"20","Sox6",TRUE,FALSE
"Foxn3.2",0.000410601975466217,-0.25289380676689,0.132,0.213,1,"20","Foxn3",TRUE,FALSE
"Fam195a.1",0.000415281145659002,0.253721887407763,0.201,0.136,1,"20","Fam195a",FALSE,FALSE
"Rasa4.11",0.000421785560067166,-0.310935151468591,0.062,0.131,1,"20","Rasa4",FALSE,FALSE
"Tmem55a.8",0.000423872771244523,0.258062875884128,0.16,0.101,1,"20","Tmem55a",FALSE,FALSE
"Zak.9",0.000430923602804528,-0.350352181028212,0.215,0.303,1,"20","Zak",FALSE,FALSE
"Vps28.1",0.000445353979565904,0.297235619929743,0.215,0.152,1,"20","Vps28",FALSE,FALSE
"Mrpl15.3",0.000453398822930566,0.373788458605714,0.292,0.229,1,"20","Mrpl15",FALSE,FALSE
"Gpd2.7",0.000453455831359842,-0.31977369856558,0.069,0.138,1,"20","Gpd2",FALSE,FALSE
"Tmem150a.9",0.000466157800296043,-0.280180320866557,0.111,0.191,1,"20","Tmem150a",FALSE,FALSE
"D5Ertd579e.7",0.000468397614620292,-0.252281991212332,0.094,0.168,1,"20","D5Ertd579e",FALSE,FALSE
"Ndufa9.11",0.000478440746650335,0.369872673457097,0.247,0.183,1,"20","Ndufa9",FALSE,FALSE
"Ftl1.11",0.000479063622116441,-0.465163723027192,0.517,0.546,1,"20","Ftl1",FALSE,FALSE
"Acss2.15",0.000512612554732441,-0.414950236842301,0.09,0.162,1,"20","Acss2",FALSE,FALSE
"Dlgap4.8",0.000518962510927585,-0.314020353642861,0.191,0.281,1,"20","Dlgap4",FALSE,FALSE
"Tmem60.2",0.000525989655839693,0.349586462017094,0.16,0.104,1,"20","Tmem60",FALSE,FALSE
"Mef2d.7",0.000537786991854991,-0.27437057272011,0.194,0.286,1,"20","Mef2d",TRUE,FALSE
"Rpl4.13",0.000540129290919618,-0.406694481221876,0.674,0.596,1,"20","Rpl4",FALSE,TRUE
"Rbm24.8",0.000542827732549893,-0.473607991007816,0.257,0.332,1,"20","Rbm24",FALSE,FALSE
"Bicd2.6",0.000561324374024256,-0.258093659381667,0.128,0.209,1,"20","Bicd2",FALSE,FALSE
"Cops3.2",0.000592029115485871,0.291237742187377,0.25,0.181,1,"20","Cops3",FALSE,FALSE
"Tsc1.7",0.000595848598806382,-0.284130648003253,0.073,0.141,1,"20","Tsc1",FALSE,FALSE
"Cited2.5",0.000635446728361588,-0.284918485932412,0.191,0.279,1,"20","Cited2",TRUE,FALSE
"Isca1.1",0.000648089284505928,0.267679235268138,0.181,0.12,1,"20","Isca1",FALSE,FALSE
"Rtn2.11",0.000649354750718727,0.386367325539613,0.309,0.252,1,"20","Rtn2",FALSE,FALSE
"Mpp3.12",0.000653367268170763,-0.358785407756829,0.049,0.11,1,"20","Mpp3",FALSE,FALSE
"Ky.13",0.000654563429363888,-0.403525639750669,0.073,0.138,1,"20","Ky",FALSE,FALSE
"Psmb1.19",0.000655705365980038,0.274480012883392,0.458,0.398,1,"20","Psmb1",FALSE,FALSE
"Trappc2l.13",0.000680900432219673,0.319571610533333,0.198,0.139,1,"20","Trappc2l",FALSE,FALSE
"Pwwp2a.2",0.000688165738763117,-0.25382126850679,0.066,0.132,1,"20","Pwwp2a",FALSE,FALSE
"Mrpl2.4",0.000705338062231199,0.296691047727743,0.219,0.157,1,"20","Mrpl2",FALSE,FALSE
"Naa50.9",0.000715303831066766,0.262016975981233,0.49,0.428,1,"20","Naa50",FALSE,FALSE
"Bckdk.2",0.000726016063620482,0.3053936410771,0.205,0.144,1,"20","Bckdk",FALSE,FALSE
"Mien1.3",0.000748147041842766,0.360397383488774,0.222,0.163,1,"20","Mien1",FALSE,FALSE
"Camta1",0.00077623143367842,0.28035383948676,0.281,0.214,1,"20","Camta1",TRUE,FALSE
"Tef.12",0.000803291912100147,-0.391180125648425,0.257,0.337,1,"20","Tef",TRUE,FALSE
"Rps3.15",0.000828132822893219,-0.456608376154516,0.722,0.59,1,"20","Rps3",FALSE,FALSE
"mt-Nd4.16",0.000870053245509312,0.9044662356303,0.569,0.579,1,"20","mt-Nd4",FALSE,FALSE
"Lsm12.4",0.000875311301860598,0.347781073673289,0.292,0.234,1,"20","Lsm12",FALSE,FALSE
"Rtn4.16",0.000880554024683083,0.268702634712366,0.573,0.532,1,"20","Rtn4",FALSE,FALSE
"Tmem245.5",0.000899318758186826,-0.264694047299176,0.111,0.187,1,"20","Tmem245",FALSE,FALSE
"Usp2.14",0.000927810080827258,-0.388712942669157,0.236,0.311,1,"20","Usp2",FALSE,FALSE
"Etfa.3",0.000945000346666409,0.344417883164723,0.333,0.278,1,"20","Etfa",FALSE,FALSE
"Acadl.12",0.000954394310776677,0.311601486004366,0.309,0.248,1,"20","Acadl",FALSE,FALSE
